PMID,Node1,Node1_Type,Relationship,Node2,Node2_Type,Description
32204935,Immunologic Adjuvants,imft,TREATS,Malignant neoplasm of endometrium,neop,"Pattern of recurrence in patients with endometrial cancer: A retrospective study.INTRODUCTION: Endometrial cancer (EC) known prognostic factors are not sufficient to predict either outcome or recurrence rate/site: to investigate EC recurrence patterns according to ESMO-ESGO-ESTRO risk classes, could be beneficial for a more tailored adjuvant treatment and follow-up schedule."
31197557,CD8B1 gene,gngm,ASSOCIATED_WITH,Endometrial Carcinoma,neop,The impact of programmed cell death-ligand 1 (PD-L1) and CD8 expression in grade 3 endometrial carcinomas.
31197557,CD8B1 gene,gngm,ASSOCIATED_WITH,Endometrial Carcinoma,neop,BACKGROUND: To evaluate the expression of programmed cell death-ligand 1 (PD-L1) and CD8 in high-grade endometrial carcinomas and relate it to several clinicopathological parameters.
31197557,PDCD1 gene,aapp,ASSOCIATED_WITH,Endometrial Carcinoma,neop,The impact of programmed cell death-ligand 1 (PD-L1) and CD8 expression in grade 3 endometrial carcinomas.
31197557,PDCD1 gene,aapp,DISRUPTS,Endometrial Carcinoma,neop,"In endometrioid carcinomas, there was a significantly higher rate of positivity for PD-L1 expression (p = 0.042) and of intraepithelial CD8 + cell counts (p = 0.004) as opposed to non-endometrioid cancers."
31208449,Epithelial ovarian cancer,neop,AFFECTS,Menstruation,orgf,"In this study, we performed PD-L1 immunostaining of tissue microarrays from ovarian epithelial cancer using SP263, an approved clone, and examined the effect of PD-L1 expression on survival rate and prognosis."
31208449,"Lymphocytes, Tumor-Infiltrating",cell,AFFECTS,Menstruation,orgf,"PD-L1 expression levels in tumor cells, intraepithelial tumor-infiltrating lymphocytes, and stromal tumor-infiltrating lymphocytes were evaluated, and the effect of PD-L1 expression on survival and prognosis was analyzed."
31208449,"Lymphocytes, Tumor-Infiltrating",cell,AFFECTS,Menstruation,orgf,"PD-L1 expression levels in tumor cells, intraepithelial tumor-infiltrating lymphocytes, and stromal tumor-infiltrating lymphocytes were evaluated, and the effect of PD-L1 expression on survival and prognosis was analyzed."
31217340,"Tumor cells, malignant",cell,LOCATION_OF,Tumor Antigens,orch,Bispecific antibodies that interact with tumor antigens on cancer cells and activating receptors on immune cells offer an innovative immunotherapy approach.
31221207,CD4 gene,gngm,ASSOCIATED_WITH,Epithelial ovarian cancer,neop,CONCLUSIONS: Our study demonstrated the feasibility of efficiently identifying both CD4+ and CD8+ neoantigen-specific T-cells in EOC.
31221207,CD8B1 gene,gngm,ASSOCIATED_WITH,Epithelial ovarian cancer,neop,CONCLUSIONS: Our study demonstrated the feasibility of efficiently identifying both CD4+ and CD8+ neoantigen-specific T-cells in EOC.
31288064,Neoplasm,neop,COEXISTS_WITH,Epithelial ovarian cancer,neop,Improved anti-tumor efficacy of paclitaxel in combination with MicroRNA-125b-based tumor-associated macrophage repolarization in epithelial ovarian cancer.
31288064,Paclitaxel,phsu,TREATS,Epithelial ovarian cancer,neop,"In this study, we have evaluated the synergistic efficacy of TAM repolarization and intraperitoneal paclitaxel in epithelial ovarian cancers."
31298603,Stroma,bpoc,LOCATION_OF,CD4 gene,gngm,"The objectives of the study were to evaluate the expression of CD3, CD4, CD8 and CD20 in the peritumoral stroma of benign and malignant ovarian epithelial neoplasms and to relate them to prognostic factors in ovarian cancer."
31298603,Stroma,bpoc,LOCATION_OF,CD8B1 gene,gngm,"The objectives of the study were to evaluate the expression of CD3, CD4, CD8 and CD20 in the peritumoral stroma of benign and malignant ovarian epithelial neoplasms and to relate them to prognostic factors in ovarian cancer."
31324218,Carboplatin,orch,ISA,Antineoplastic Agents,phsu,CSC/M2-macrophage hetero-spheroids are also less sensitive to the chemotherapeutic agent carboplatin and are subsequently more invasive in transwell assays.
31337659,ovarian neoplasm,neop,ISA,Malignant Neoplasms,neop,We used deep transcriptome profiling and IHC analysis of human HGSOC tumors and disseminated mouse ID8VEGF tumors to compare immunologic features.
31337659,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,"We then evaluated the ability of CD8 T cells engineered to express a high-affinity TCR specific for mesothelin, an ovarian cancer antigen, to infiltrate advanced ID8VEGF murine ovarian tumors and control tumor growth."
31753553,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,"Our results show that murine ovarian tumors produce several types of laminins, as determined by PCR analysis, and also that tumor-associated DCs, both from ascites or solid tumors express adhesion molecules capable of interacting with these molecules as determined by flow cytometry and PCR analysis."
32212317,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,"TIGIT expression was increased in immune cells of OC mice, particularly in CD4     +       Tregs."
32212317,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,"Anti-TIGIT monoclonal antibodies (mAb) were used to block the function of TIGIT in OC mice, and we found that the anti-TIGIT treatment reduced the proportion of CD4     +       Tregs, but did not affect CD4     +       and CD8     +       T cells or natural killer cells."
32212317,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,"Splenic CD4     +       Tregs from OC mice were isolated after the anti-TIGIT treatment, and their functioning was examined."
32212317,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,A survival curve suggested that anti-TIGIT treatment can improve the survival rate of OC in mice.
32246014,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,We also find that peritoneal LPMs infiltrate early ovarian tumours and that RXR deletion diminishes LPM accumulation in tumours and strongly reduces ovarian tumour progression in mice.
32415947,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,Effect of glutamine on the immune function of paclitaxel intervention in ovarian cancer mice.
32415947,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,Effect of glutamine on the immune function of paclitaxel intervention in ovarian cancer mice.To analyze the effect of amide Valley on the immune function of ovarian cancer mice treated with paclitaxel.
32415947,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,Effect of glutamine on the immune function of paclitaxel intervention in ovarian cancer mice.To analyze the effect of amide Valley on the immune function of ovarian cancer mice treated with paclitaxel.
32415947,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,"The hair color, diet, excretion and activity of mice in the normal control group were normal, while the hair of the remaining four groups of ovarian cancer mice was sparse and dull compared with those in the normal control group, and the diet was decreased and the action was retarded."
32415947,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,"By measuring the body mass of mice at a regular time, we found that before treatment, the body mass of the other four groups of ovarian cancer mice increased significantly (P< 0.05) because of the tumor body compared with the normal control group mice; after treatment, compared with the other ovarian cancer mice group, the body mass of the combined intervention group mice decreased significantly, the difference was statistically significant (P< 0.05), suggesting that the tumor body was reduced."
32415947,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,"Compare with normal control mice, CD3+, CD4, and CD4 / CD8 of other ovarian cancer mice groups were significantly decreased, and CD8+ was significantly increased, the differences were statistically significant (P< 0.05); There was no significant difference in the levels of CD3+, CD4+, CD4 / CD8, and CD8+ between the tumor control group and the paclitaxel group (P&gt; 0.05)."
32415947,ovarian neoplasm,neop,PROCESS_OF,Mus,mamm,"By regulating paclitaxel-treated ovarian cancer mice, it can simultaneously treat ovarian cancer, significantly improve the immune function of ovarian cancer mice, thereby improving the anti-tumor ability, and provide the possibility of significantly improving the body's immunity of ovarian cancer patients."
31362778,Pharmacotherapy,topp,TREATS,Malignant neoplasm of lung,neop,"Finally, we showed that this combination therapy is also effective at delaying tumor growth substantially in an aggressive model of lung cancer, which is also treated clinically with taxane- and platinum-based chemotherapy."
31370215,Carboplatin,orch,TREATS,Endometrial Carcinoma,neop,"As a treatment strategy for DDEC, conventional paclitaxel plus carboplatin and cisplatin plus doxorubicin therapies are effective for those with the well-differentiated component."
31388197,Interleukin-2,aapp,PART_OF,Stroma,bpoc,Stromal IL2 is related to the neutrophil/lymphocyte ratio in epithelial ovarian cancer.
31388197,Interleukin-2,aapp,PART_OF,Stroma,bpoc,"Conclusion: Stromal IL-2 is associated with higher a neutrophil/lymphocyte ratio, suggesting a worse prognosis in ovarian cancer and its role in tumor immunology; a neutrophil/lymphocyte ratio > 2.6 is associated with more advanced stages of malignant ovarian neoplasia."
31388197,Interleukin-2,aapp,ASSOCIATED_WITH,Epithelial ovarian cancer,neop,Stromal IL2 is related to the neutrophil/lymphocyte ratio in epithelial ovarian cancer.
31388982,Stroma,bpoc,LOCATION_OF,Infiltration,patf,"RCAS1-Ir in the cytoplasm of cancer cells was positively correlated with the degree of tumor stroma infiltration by fibroblasts and macrophages, but not with RCAS1-Ir in these cells."
31888563,Stroma,bpoc,LOCATION_OF,Infiltration,patf,Gene signature characteristic of elevated stromal infiltration and activation is associated with increased risk of hematogenous and lymphatic metastasis in serous ovarian cancer.
31888563,Stroma,bpoc,LOCATION_OF,Infiltration,patf,"Gene signature characteristic of elevated stromal infiltration and activation is associated with increased risk of hematogenous and lymphatic metastasis in serous ovarian cancer.BACKGROUND: The clinical significance of hematogenous and lymphatic metastasis in ovarian cancer has been increasingly addressed, as it plays an imperative role in the formation of both intraperitoneal and distant metastases."
31422591,Pharmacotherapy,topp,TREATS,"Cystadenocarcinoma, Serous",neop,"Objective: To compare intratumoral tumor-infiltrating lymphocytes (TIL) in a cohort of high-grade serous ovarian carcinoma patients between those who treated with neoadjuvant chemotherapy (NACT) and primary debulking surgery (PDS), and to determine the clinical and prognostic significance of TIL in high-grade serous ovarian carcinoma."
31474589,Ovary,bpoc,LOCATION_OF,Sentinel Lymph Node Mapping,diap,Feasibility of sentinel lymph node mapping of the ovary: a systematic review.
31481452,Splenectomy,topp,TREATS,Advanced cancer,neop,Diagnostic value of post-operative platelet-to-white blood cell ratio after splenectomy in patients with advanced ovarian cancer.
31843872,Splenectomy,topp,TREATS,Advanced cancer,neop,Post-operative platelet-to-white blood cell ratio after splenectomy in patients with advanced ovarian cancer: methodological issues on diagnostic value and prediction to avoid misinterpretation.
31843872,Splenectomy,topp,TREATS,Advanced cancer,neop,Post-operative platelet-to-white blood cell ratio after splenectomy in patients with advanced ovarian cancer: methodological issues on diagnostic value and prediction to avoid misinterpretation.
31492714,Neoplasm,neop,COEXISTS_WITH,Secondary malignant neoplasm of lymph node,neop,PD-1 and PD-L1 positive tumor-infiltrating immune cells were associated with the presence of lymph node metastases and higher tumor grade.
31537619,Tumor Necrosis Factor Ligand Superfamily Member 6,aapp,ASSOCIATED_WITH,Advanced cancer,neop,"Thus, low levels of s-CD95L (<516 pg/mL) are correlated with lower numbers of tumor-infiltrating lymphocytes (CD3+ and CD8+, and also CD4 and FoxP3 T cells) in advanced HGSOC and are a poor prognostic marker."
31602489,Interleukin-2,aapp,ADMINISTERED_TO,"Lymphocytes, Tumor-Infiltrating",cell,METHODS: TIL from high-grade serous ovarian cancer were cultured using a combination of IL-2 with agonistic antibodies targeting 4-1BB and CD3.
31627744,Ovary,bpoc,LOCATION_OF,Neoplasm,neop,"To address this gap, we examined exome-capture RNA sequencing data from 50 primary breast tumors (PBTs) and their patient-matched metastatic tumors (METs) in brain, ovary, bone and gastrointestinal tract."
31809609,Pharmacotherapy,topp,TREATS,Ovarian cancer metastatic,neop,Results: A total of 21 ovarian cancer stage IV patients treated with NACT followed by IDS were identified.
31821542,"Tumor cells, malignant",cell,PRODUCES,PDCD1 gene,aapp,"Studies have shown that programmed cell death ligand-1 (PD-L1), an inhibitory molecule expressed by cancer cells, plays a significant role in immune tolerance through the induction of T cell dysfunction."
31821542,Cisplatin,inch,INHIBITS,MIRN145 gene,gngm,"The results of our RNA sequencing in previous studies revealed that microRNA-145 (miR-145), which is known to be downregulated by cisplatin in cisplatin-resistant ovarian cancer cells, also represses gene PD-L1 expression."
31821542,Cisplatin,inch,INTERACTS_WITH,MIRN145 gene,gngm,"Here, we show that cisplatin-mediated miR-145 down-regulation increased PD-L1 expression via targeting c-Myc transcription factor, thereby inducing T cell apoptosis in vitro."
31821542,MIRN145 gene,gngm,INTERACTS_WITH,PDCD1 gene,aapp,"However, the mechanism by which miR-145 contributes to regulate PD-L1 expression in cisplatin-resistance of ovarian cancer is yet to be fully understood."
31821542,MIRN145 gene,gngm,COEXISTS_WITH,PDCD1 gene,aapp,"We also report that expression of miR-145 is negatively correlated with PD-L1 expression in human ovarian cancer tissues, malignant grades and the recurrent risks of ovarian cancer after chemotherapy."
31851060,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Expression of the Immune Checkpoints LAG-3 and PD-L1 in High-grade Serous Ovarian Carcinoma: Relationship to Tumor-associated Lymphocytes and Germline BRCA Status.
31851060,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Expression of the Immune Checkpoints LAG-3 and PD-L1 in High-grade Serous Ovarian Carcinoma: Relationship to Tumor-associated Lymphocytes and Germline BRCA Status.
31851060,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"Ovarian high-grade serous carcinomas (HGSC) have shown lackluster responses to immunotherapies targeting the PD-1/PD-L1 axis, perhaps due to the coexistence of other mechanisms of immune evasion in this tumor type."
31911269,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"Here, we sought to assess the relevance of the cellular composition of the immune infiltrate to survival after platinum-based chemotherapy amongst patients with high-grade serous ovarian cancer and evaluate these effects by molecular subtype."
31931651,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Favorable prognostic impact of Natural Killer cells and T cells in high-grade serous ovarian carcinoma.
31931651,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Favorable prognostic impact of Natural Killer cells and T cells in high-grade serous ovarian carcinoma.
31935430,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,GATA3 as a master regulator for interactions of tumor-associated macrophages with high-grade serous ovarian carcinoma.
31935430,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,GATA3 as a master regulator for interactions of tumor-associated macrophages with high-grade serous ovarian carcinoma.
31935430,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,High-grade serous ovarian carcinoma (HGSOC) is the most lethal gynecologic cancer.
31935430,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"We found that the developmental transcription factor GATA3 was highly expressed in HGSOC cell lines but not in the fallopian tube, which is the main origin of HGSOC."
31935430,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"Moreover, GATA3 acted as a regulator for macrophage polarization and interactions between TAMs and HGSOC to support proliferation, motility, and cisplatin chemoresistance in mutant TP53 HGSOC cell lines."
31935430,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Our findings indicate that GATA3 plays a novel role in immunoediting of HGSOC and demonstrate that GATA3 may serve as a prognostic marker for HGSOC and a promising target in the treatment of HGSOC.
31935430,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Our findings indicate that GATA3 plays a novel role in immunoediting of HGSOC and demonstrate that GATA3 may serve as a prognostic marker for HGSOC and a promising target in the treatment of HGSOC.
31935430,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Our findings indicate that GATA3 plays a novel role in immunoediting of HGSOC and demonstrate that GATA3 may serve as a prognostic marker for HGSOC and a promising target in the treatment of HGSOC.
31980961,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,PD-1/PD-L1 expression and tumor-infiltrating lymphocytes are prognostically favorable in advanced high-grade serous ovarian carcinoma.
31980961,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"PD-1/PD-L1 expression and tumor-infiltrating lymphocytes are prognostically favorable in advanced high-grade serous ovarian carcinoma.The response rate to checkpoint inhibitors for women with high-grade serous carcinoma of the ovary, fallopian tube, and peritoneum (HGSC) is modest, and development of predictive biomarkers is needed."
32012728,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"These data mainly reveal an immune beneficial environment in low-grade ovarian cancer in contrast to high-grade serous ovarian cancer, where immune suppression is not altered by neoadjuvant therapy."
32111730,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"Novel, genetically induced mouse model that recapitulates the histological morphology and immunosuppressive tumor microenvironment of metastatic peritoneal carcinomatosis.BACKGROUND: Peritoneal carcinomatosis is a hallmark of advanced peritoneal tumor progression, particularly for tubal/ovarian high-grade serous carcinomas (HGSCs)."
32134923,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Biophysicochemical motifs in T cell receptor sequences as a potential biomarker for high-grade serous ovarian carcinoma.
32134923,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"Biophysicochemical motifs in T cell receptor sequences as a potential biomarker for high-grade serous ovarian carcinoma.We previously showed, in a pilot study with publicly available data, that T cell receptor (TCR) repertoires from tumor infiltrating lymphocytes (TILs) could be distinguished from adjacent healthy tissue repertoires by the presence of TCRs bearing specific, biophysicochemical motifs in their antigen binding regions."
32134923,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,The current study collected TILs from patients with high-grade serous ovarian carcinoma (HGSOC) and healthy ovary repertoires from cancer-free women undergoing hysterectomy/salpingo-oophorectomy for benign disease.
32134923,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"The results on the blinded test set demonstrate a biophysicochemical TCR motif found overwhelmingly in women with HGSOC but rarely in women with healthy ovaries, strengthening the proposal that cancer detection approaches might benefit from incorporation of TCR motif-based biomarkers."
32179982,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,The effect of the peritoneal tumor microenvironment on invasion of peritoneal metastases of high-grade serous ovarian cancer and the impact of NEOADJUVANT chemotherapy.
32179982,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,The effect of the peritoneal tumor microenvironment on invasion of peritoneal metastases of high-grade serous ovarian cancer and the impact of NEOADJUVANT chemotherapy.
32179982,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Peritoneal metastases of high-grade serous ovarian cancer (HGSOC) are small-sized deposits with superficial growth toward the peritoneal cavity.
32179982,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"We explored integrity of PEL, composition of pTME, effects of NACT, and the prognostic implications in patients with extensive peritoneal metastases of HGSOC."
32179982,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,NACT increases abundance of ieCD3+ cells in peritoneal metastases of HGSOC.
32184777,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"High-grade serous ovarian cancer (HGSOC), with its high recurrence rates, urges for reasonable therapeutic strategies that can prolong overall survival."
32184777,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"However, in HGSOC, the impact of the therapies aiming at these targets remains unsatisfying."
32184777,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"AZD5153 inhibiting BRD4, as a potential therapeutic strategy for HGSOC, was demonstrated to confer controversial plasticity on TAMs, which shows the need to uncover its impact on TAMs in HGSOC."
32184777,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"AZD5153 inhibiting BRD4, as a potential therapeutic strategy for HGSOC, was demonstrated to confer controversial plasticity on TAMs, which shows the need to uncover its impact on TAMs in HGSOC."
32249277,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Combining measures of immune infiltration shows additive effect on survival prediction in high-grade serous ovarian carcinoma.
32249277,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,We asked whether similar automated quantitation and combined analysis of immune infiltrates could refine prognostic information in high-grade serous ovarian carcinoma (HGSOC) and tested associations between patterns of immune response and genomic driver alterations.
32249277,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"The presence of stromal CD68     +       and CD45RO     +       populations was associated with survival, underscoring the benefits evaluating stromal immune populations may bring for prognostic immunoscores in HGSOC."
32269279,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,We carried out a prospective observational study that included 140 consecutive patients with advanced-stage high-grade serous ovarian cancer as well as patients with other histotypes of ovarian cancer and patients with ovarian metastasis from other sites between June 2013 and December 2018.
32269279,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"We found that patients with high-grade serous papillary ovarian cancers had a prevalence of M1 TAMs, a higher M1/M2 ratio, and a longer overall survival (OS) and progression-free survival (PFS) than other patients."
32312959,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Tumor-associated macrophages promote ovarian cancer cell migration by secreting transforming growth factor beta induced (TGFBI) and tenascin C.A central and unique aspect of high-grade serous ovarian carcinoma (HGSC) is the extensive transcoelomic spreading of tumor cell via the peritoneal fluid or malignant ascites.
32372131,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"The pathologic subtype in one case was malignant mixed Mullerian tumor, while the other two cases were high-grade serous ovarian carcinoma."
32446718,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"To explore the therapeutic implications of this finding, we investigated the relationship between PVR/CD155 expression, tumor-infiltrating lymphocytes (TIL), and prognosis in high-grade serous ovarian cancer (HGSC) and other cancers."
32446718,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"METHODS: Expression of CD155, TIGIT, PD-1, PD-L1, and other immune markers in HGSC was assessed by high-dimensional flow cytometry, multi-color histological imaging, and/or gene expression profiling."
32446718,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,The prognostic significance of PVR/CD155 and CD274/PD-L1 expression was assessed bioinformatically in HGSC and 32 other cancers in The Cancer Genome Atlas.
32446718,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"RESULTS: T cells from HGSC frequently co-expressed TIGIT and PD-1, and the ratio of TIGIT to PD-1 expression increased markedly after in vitro expansion with a clinically relevant protocol."
32446718,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,CD155 was commonly expressed on malignant epithelium in HGSC and showed a negative or non-significant association with TIL.
32446718,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"PVR/CD155 and CD274/PD-L1 exhibited divergent prognostic associations across diverse cancer types in TCGA, including HGSC."
32446718,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,The CD155/TIGIT pathway represents a compelling immunotherapeutic target for HGSC and for immunologically cold tumors in general.
32461346,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,METHODS: A total of 80 cases of HGSC were analyzed in this study.
32483290,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"To characterize the tumor-immune interface at baseline and during neoadjuvant chemotherapy (NACT) in high-grade serous ovarian cancer (HGSOC), we performed immunogenomic analysis of treatment-naive and paired samples from before and after treatment with chemotherapy."
32483290,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"We demonstrate that the tumor-immune microenvironment of advanced HGSOC is intrinsically heterogeneous and that chemotherapy induces local immune activation, suggesting that chemotherapy can potentiate the immunogenicity of immune-excluded HGSOC tumors."
32513298,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Differences in immune-related gene expressions and tumor-infiltrating lymphocytes according to chemotherapeutic response in ovarian high-grade serous carcinoma.
32566387,Ovaro-,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"Here we describe for the first time a novel syngeneic mouse model of recurrent high-grade serous ovarian cancer (HGSOC), which allows immunotherapeutic interventions in a time course relevant to human carcinomatosis and disease course."
31851060,"CD274 protein, human",aapp,ASSOCIATED_WITH,High grade serous carcinoma,neop,Expression of the Immune Checkpoints LAG-3 and PD-L1 in High-grade Serous Ovarian Carcinoma: Relationship to Tumor-associated Lymphocytes and Germline BRCA Status.
31851060,"CD274 protein, human",aapp,ASSOCIATED_WITH,High grade serous carcinoma,neop,Expression of the Immune Checkpoints LAG-3 and PD-L1 in High-grade Serous Ovarian Carcinoma: Relationship to Tumor-associated Lymphocytes and Germline BRCA Status.
31851060,"CD274 protein, human",aapp,ASSOCIATED_WITH,High grade serous carcinoma,neop,The typically limited expression of LAG-3 and PD-L1 suggests that immunotherapeutic response may be muted in most HGSC even with a combination approach.
31980961,"CD274 protein, human",aapp,ASSOCIATED_WITH,High grade serous carcinoma,neop,PD-1/PD-L1 expression and tumor-infiltrating lymphocytes are prognostically favorable in advanced high-grade serous ovarian carcinoma.
31980961,"CD274 protein, human",aapp,ASSOCIATED_WITH,High grade serous carcinoma,neop,"PD-1/PD-L1 expression and tumor-infiltrating lymphocytes are prognostically favorable in advanced high-grade serous ovarian carcinoma.The response rate to checkpoint inhibitors for women with high-grade serous carcinoma of the ovary, fallopian tube, and peritoneum (HGSC) is modest, and development of predictive biomarkers is needed."
32446718,"CD274 protein, human",aapp,ASSOCIATED_WITH,High grade serous carcinoma,neop,"METHODS: Expression of CD155, TIGIT, PD-1, PD-L1, and other immune markers in HGSC was assessed by high-dimensional flow cytometry, multi-color histological imaging, and/or gene expression profiling."
32446718,"CD274 protein, human",aapp,ASSOCIATED_WITH,High grade serous carcinoma,neop,The prognostic significance of PVR/CD155 and CD274/PD-L1 expression was assessed bioinformatically in HGSC and 32 other cancers in The Cancer Genome Atlas.
31866467,Cisplatin,inch,AUGMENTS,macrophage,cell,Cisplatin-stimulated macrophages promote ovarian cancer migration via the CCL20-CCR6 axis.
31866467,Cisplatin,inch,AUGMENTS,macrophage,cell,Cisplatin-stimulated macrophages promote ovarian cancer migration via the CCL20-CCR6 axis.
31870622,Body tissue,tisu,LOCATION_OF,Malignant neoplasm of endometrium,neop,"The Mullerian inhibiting substance type 2 receptor (MISIIR) is a transforming growth factor beta (TGF-beta) receptor family member, overexpressed by most ovarian and endometrial cancers while absent in most normal tissues."
31892360,T-Lymphocyte,cell,LOCATION_OF,PDCD1 gene,aapp,"We analyzed immune cell frequency and expression of PD-1, TIM3, LAG3, ICOS, TIA-1, granzyme B, 2B4, CD107a, and GITR on T cells; CD20, CD22, IgD, BTLA, and CD27 on B cells; CD16 on monocytes; and B7-H3, B7-H4, PD-L1, PD-L2, ICOSL, CD40, CD86, and CLEC9a on antigen-presenting cells by flow cytometry."
31924656,macrophage,cell,LOCATION_OF,Neoplasm,neop,"However, the factors conferring inflammatory and pro-tumor properties on human macrophages remain largely unknown."
31924656,Ovaro-,bpoc,LOCATION_OF,Solid tumor,neop,"Finally, TAMs with pro-tumor and inflammatory characteristics (VEGFhigh CXCL8+ IL1beta+) are found in solid ovarian tumors."
31932454,ovarian neoplasm,neop,PROCESS_OF,Woman,humn,Host Wnt5a Potentiates Microenvironmental Regulation of Ovarian Cancer Metastasis.The non-canonical Wnt ligand Wnt5a is found in high concentrations in ascites of women with ovarian cancer.
31980487,Immunologic Adjuvants,imft,TREATS,Positive Lymph Node,fndg,"Among patients with positive lymph nodes (n=92), the adjuvant treatment strategy utilized impacted OS, with women undergoing a combination of chemotherapy and external beam radiation having the best outcomes (P=0.003)."
31980961,Ovary,bpoc,LOCATION_OF,High grade serous carcinoma,neop,"PD-1/PD-L1 expression and tumor-infiltrating lymphocytes are prognostically favorable in advanced high-grade serous ovarian carcinoma.The response rate to checkpoint inhibitors for women with high-grade serous carcinoma of the ovary, fallopian tube, and peritoneum (HGSC) is modest, and development of predictive biomarkers is needed."
32513298,Ovary,bpoc,LOCATION_OF,High grade serous carcinoma,neop,Differences in immune-related gene expressions and tumor-infiltrating lymphocytes according to chemotherapeutic response in ovarian high-grade serous carcinoma.BACKGROUND: High-grade serous carcinoma (HGSC) of the ovary is the most common subtype of epithelial ovarian cancer (EOC) and has an overall poor prognosis.
31980961,"CD274 protein, human",aapp,ASSOCIATED_WITH,Malignant Neoplasms,neop,"The main focus has been on tumor cell PD-L1 expression, but its assessment alone is insufficient for patient selection in most malignancies."
