PMID,Node1,Node1_Type,Relationship,Node2,Node2_Type,Description
31481452,Cytoreductive surgery,topp,TREATS,Ovarian Carcinoma,neop,CONCLUSIONS: Platelet-to-white blood cell ratio after cytoreductive surgery for ovarian cancer with splenectomy does not appear to have a strong predictive value in differentiating between sepsis and reactive splenectomy-induced changes.
31375592,Immunologic Adjuvants,imft,ASSOCIATED_WITH,Ovarian Carcinoma,neop,CPMV and eCPMV could each be developed as novel adjuvants to overcome immunosuppression and thus promote tumor regression in ovarian cancer (and other tumor types).
31388197,Interleukin-2,aapp,ASSOCIATED_WITH,Ovarian Carcinoma,neop,"Conclusion: Stromal IL-2 is associated with higher a neutrophil/lymphocyte ratio, suggesting a worse prognosis in ovarian cancer and its role in tumor immunology; a neutrophil/lymphocyte ratio > 2.6 is associated with more advanced stages of malignant ovarian neoplasia."
31432577,Interleukin-17,aapp,ASSOCIATED_WITH,Ovarian Carcinoma,neop,Interleukin-17 is associated with expression of programmed cell death 1 ligand 1 in ovarian carcinoma.
31432577,Interleukin-17,aapp,ASSOCIATED_WITH,Ovarian Carcinoma,neop,We investigated the role of IL-17 in the regulation of expression of programmed cell death 1 ligand 1 in ovarian cancer by evaluating changes in the number of IL-17-producing cluster of differentiation 4 helper T cells (Th17) and gammadeltaT cells (gammadeltaT17) in PBMC of 52 gynecological cancer patients (including 30 ovarian cancer patients) and 18 healthy controls.
31481452,Splenectomy,topp,TREATS,Ovarian Carcinoma,neop,METHODS: All consecutive patients with ovarian cancer who underwent splenectomy between January 2013 and October 2018 in two large European gynecological cancer centers were retrospectively evaluated.
31492714,Ovarian Carcinoma,neop,MANIFESTATION_OF,Menstruation,orgf,OBJECTIVE: To evaluate the prognostic significance of PD-1 and PD-L1 expression in tumor tissues from patients with ovarian cancer.
31492714,Ovarian Carcinoma,neop,MANIFESTATION_OF,Menstruation,orgf,OBJECTIVE: To evaluate the prognostic significance of PD-1 and PD-L1 expression in tumor tissues from patients with ovarian cancer.
31515669,Lymphocyte Specific Protein Tyrosine Kinase p56(lck),aapp,ASSOCIATED_WITH,Ovarian Carcinoma,neop,CONCLUSIONS: LCK is a better prognostic factor than CYT in ovarian cancer.
31537619,Tumor Necrosis Factor Ligand Superfamily Member 6,aapp,PART_OF,Ovarian Carcinoma,neop,"Although the intensity of CD3, CD8, CD4, CD20, and CD163 in tumor tissues remained constant regardless of membrane CD95L expression, tumors in patients with HGSOC with s-CD95L levels >=516 pg/mL showed increased infiltration by CD3+ T cells (P = 0.001), comprising both cytotoxic CD8+ (P = 0.01) and CD4+ (P = 0.0062) cells including FoxP3+ regulatory T cells (P = 0.0044)."
31537619,Tumor Necrosis Factor Ligand Superfamily Member 6,aapp,ASSOCIATED_WITH,Ovarian Carcinoma,neop,IMPLICATIONS: Serum s-CD95L is correlated with a number of tumor-infiltrating immune cells in HGSOC and could be used as a noninvasive marker of tumor immune infiltration to select patients referred for immunotherapy trials that evaluate checkpoint inhibitor treatment.
31570458,Excision,topp,TREATS,Ovarian Carcinoma,neop,BACKGROUND/AIM: Involvement of lymph nodes (LNs) and their surgical resection in low-grade ovarian cancer remains a field of discussion.
31575614,Peritoneum,bpoc,LOCATION_OF,Ovarian Carcinoma,neop,OBJECTIVES: To assess outcomes and patterns of recurrence in patients with high-grade serous ovarian/tubal/primary peritoneal cancers with radiographic supraclavicular lymphadenopathy at diagnosis.
31611650,CD80 Antigens,aapp,ASSOCIATED_WITH,Ovarian Carcinoma,neop,Tumor-expressed B7-H3 mediates the inhibition of antitumor T-cell functions in ovarian cancer insensitive to PD-1 blockade therapy.
31821542,Cisplatin,inch,ASSOCIATED_WITH,Ovarian Carcinoma,neop,"In summary, our findings suggest that the miR-145/c-Myc/PD-L1 axis contributes to cisplatin-resistance in ovarian cancer and support that miR-145 might act as an adjuvant therapeutic target in chemotherapy of ovarian cancer."
32268953,Biological Response Modifiers,phsu,TREATS,Ovarian Carcinoma,neop,CONCLUSION: In this review the pre-clinical evidence and current trials on NK cell immunotherapy in OC patients are summarized.
32294063,Turcot syndrome (disorder),dsyn,COEXISTS_WITH,Ovarian Carcinoma,neop,"Mismatch Repair Deficiency in Ovarian Carcinoma: Frequency, Causes, and Consequences."
32294063,Turcot syndrome (disorder),dsyn,COEXISTS_WITH,Ovarian Carcinoma,neop,"Mismatch Repair Deficiency in Ovarian Carcinoma: Frequency, Causes, and Consequences."
32384321,Ovarian Carcinoma,neop,COEXISTS_WITH,High grade serous carcinoma,neop,PD-L1 Expression and CD8+ Tumor-infiltrating Lymphocytes in Different Types of Tubo-Ovarian Carcinoma and Their Prognostic Value in High-grade Serous Carcinoma.
32384321,Ovarian Carcinoma,neop,COEXISTS_WITH,High grade serous carcinoma,neop,PD-L1 Expression and CD8+ Tumor-infiltrating Lymphocytes in Different Types of Tubo-Ovarian Carcinoma and Their Prognostic Value in High-grade Serous Carcinoma.The prevalence and significance of programmed death-1 ligand (PD-L1) expression in different types of tubo-ovarian carcinoma have not been well defined.
29055949,macrophage,cell,LOCATION_OF,cytokine,aapp,The cytokines detected in the tumor or tumor associated macrophage (TAM) were used to treat cancer cells.
29116089,T-Lymphocyte,cell,PRODUCES,Interleukin-2,aapp,"Mechanistically, loss of Ptpn22 increases the capacity of T cells to produce IL-2, which overcomes TGFbeta-mediated suppression."
30687337,T-Lymphocyte,cell,LOCATION_OF,Interleukin-2,aapp,"Furthermore, we assessed the expression of co-stimulatory and co-inhibitory molecules on T cells and non-immune cells in 10 ascites samples."
29137657,Neoplasm Metastasis,neop,PROCESS_OF,Woman,humn,"CASE PRESENTATION: A low grade endometrioid carcinoma, 9 cm in greatest dimension, with 35% invasion of the myometrial wall thickness, focal lymphovascular invasion, and metastases to 2 of 16 pelvic lymph nodes, was diagnosed in a 52-year-old woman."
32075897,Neoplasm Metastasis,neop,PROCESS_OF,Woman,humn,Women with grade 1-2 endometroid cancers (n=275) had no isolated metastases along the lower paracervical pathway compared with two women with high-risk histologies (n=148).
29137657,Secondary malignant neoplasm of lymph node,neop,ISA,Neoplasm,neop,"This case illustrates how routine immunohistochemistry can provide important insights into underlying molecular events in cancers, exemplifies an uncommon co-existence of DNA mismatch repair protein deficiency and p53-aberrant immunophenotype in low-grade endometrioid carcinoma, illustrates morphologic differences between p53-aberrant and p53-wild type areas within in the same tumor, and is an exemplar of the emerging theory that lymph node metastases of endometrial cancer may be comprised of different subclones of the primary tumor."
29150439,T-Lymphocyte,cell,LOCATION_OF,Apoptosis,celf,Suppression of FIP200 and autophagy by tumor-derived lactate promotes naive T cell apoptosis and affects tumor immunity.
29150439,T-Lymphocyte,cell,LOCATION_OF,Apoptosis,celf,"Mechanistically, loss of FIP200 disables the balance between proapoptotic and antiapoptotic Bcl-2 family members via enhanced argonaute 2 (Ago2) degradation, reduced Ago2 and microRNA1198-5p complex formation, less microRNA1198-5p maturation, and consequently abolished microRNA1198-5p-mediated repression on apoptotic gene Bak1 Bcl-2 overexpression and mitochondria complex I inhibition rescue T cell apoptosis and promoted tumor immunity."
31821542,T-Lymphocyte,cell,LOCATION_OF,Apoptosis,celf,"Here, we show that cisplatin-mediated miR-145 down-regulation increased PD-L1 expression via targeting c-Myc transcription factor, thereby inducing T cell apoptosis in vitro."
29185270,Positive Lymph Node,fndg,PROCESS_OF,Woman,humn,A total of 229 node-positive women with stage III ovarian HGSC who had undergone maximal or optimal cytoreductive surgery plus systematic lymphadenectomy followed by paclitaxel plus carboplatin combination chemotherapy were included.
30935714,Positive Lymph Node,fndg,PROCESS_OF,Woman,humn,METHODS: Using data from the SEER 18 Registries we identified 3650 women with LN positive (stage IIIC) EC.
31377459,Positive Lymph Node,fndg,PROCESS_OF,Woman,humn,"RESULTS: The LN Metastasis Risk Index correctly identified 35 of 40 LN-positive women at a cutoff point of 981.0 (sensitivity: 87.5%, specificity: 86.3%, negative predictive value: 98.2%, positive predictive value: 44.9%, positive likelihood ratio: 6.37, and negative likelihood ratio: 0.14)."
32075897,Positive Lymph Node,fndg,PROCESS_OF,Woman,humn,72% of all SLNs were typically positioned along the upper paracervical pathway (interiliac and/or proximal obturator fossa) and 71 of 75 (94.6%) of pelvic node positive women had at least one metastatic SLN at either of these positions.
29189263,CD80 Antigens,aapp,AFFECTS,"Tumor cells, malignant",cell,"Prior in vitro studies from other groups indicated that elevated B7-H4 expression by tumor cells blocks T-cell activation; therefore, it had been postulated to play a role in shielding cancer cells from immune surveillance and averting apoptotic programs."
29218796,Pharmacotherapy,topp,TREATS,Epithelial ovarian cancer,neop,Impact of neoadjuvant chemotherapy on the immune microenvironment in advanced epithelial ovarian cancer: Prognostic and therapeutic implications.
29301826,Pharmacotherapy,topp,TREATS,Epithelial ovarian cancer,neop,p53-Reactive T Cells Are Associated with Clinical Benefit in Patients with Platinum-Resistant Epithelial Ovarian Cancer After Treatment with a p53 Vaccine and Gemcitabine Chemotherapy.
31353053,Pharmacotherapy,topp,TREATS,Epithelial ovarian cancer,neop,Prospective pilot trial with combination of propranolol with chemotherapy in patients with epithelial ovarian cancer and evaluation on circulating immune cell gene expression.
31753019,Pharmacotherapy,topp,TREATS,Epithelial ovarian cancer,neop,The purpose of this study was to investigate the therapeutic potential of chemotherapy combined with inhibition of B and T lymphocyte attenuator (BTLA) for clinical use to treat EOC.
31753019,Pharmacotherapy,topp,TREATS,Epithelial ovarian cancer,neop,"Thus, the combination of chemotherapy and anti-BTLA antibody may hold potential clinical application for the treatment of EOC patients."
32173048,Pharmacotherapy,topp,TREATS,Epithelial ovarian cancer,neop,Neoadjuvant Chemotherapy (NACT) followed by Interval Debulking Surgery (IDS) is an accepted frontline treatment in patients with advanced Epithelial Ovarian Cancer (EOC).
32173048,Pharmacotherapy,topp,TREATS,Epithelial ovarian cancer,neop,55 patients with EOC treated with NACT were identified and 48 had complete clinical and pathological data.
32173048,Pharmacotherapy,topp,TREATS,Epithelial ovarian cancer,neop,"Our study confirms the predictive value of CRS in EOC patients treated with NACT and IDS, but also demonstrates the prognostic significance of lymphocytic infiltration as well as its possible interaction with bevacizumab treatment."
29218796,Pharmacotherapy,topp,TREATS,Advanced cancer,neop,This review will provide an update on the prognostic value of TIL subpopulations at diagnosis and a comprehensive overview of the recent studies evaluating the impact of neoadjuvant chemotherapy on TILs and their relationship to clinical outcome in advanced ovarian cancer.
30314669,Pharmacotherapy,topp,TREATS,Advanced cancer,neop,Expression of programmed cell death ligand 1 and immune checkpoint markers in residual tumors after neoadjuvant chemotherapy for advanced high-grade serous ovarian cancer.
30314669,Pharmacotherapy,topp,TREATS,Advanced cancer,neop,OBJECTIVE: To investigate the prognostic value of the expressions of programmed cell death ligand 1 (PD-L1) and immune checkpoint markers in residual tumors after neoadjuvant chemotherapy (NAC) for advanced high-grade serous ovarian cancer (HGSOC).
30483809,Pharmacotherapy,topp,NEG_AFFECTS,Advanced cancer,neop,"The management of advanced ovarian cancer is challenging due to the high frequency of recurrence, often associated with the development of resistance to platinum-based chemotherapy."
29239915,T cell therapy,topp,USES,"Receptors, Antigen",aapp,Preclinical Assessment of CAR T-Cell Therapy Targeting the Tumor Antigen 5T4 in Ovarian Cancer.
29651744,T cell therapy,topp,USES,"Receptors, Antigen",aapp,Prospects of chimeric antigen receptor T cell therapy in ovarian cancer.
29651744,T cell therapy,topp,USES,"Receptors, Antigen",aapp,"Recently, chimeric antigen receptor (CAR) T cell therapy has shown promising results in hematological tumors and current research is going on in various solid tumors like ovarian cancer."
29651744,T cell therapy,topp,USES,"Receptors, Antigen",aapp,"Initial studies of CAR T cell therapy have shown promising results in ovarian cancer, but there are some obstacles like impaired T cell trafficking, lack of antigenic targets, cytokine release syndrome and most important immunosuppressive tumor microenvironment."
29651744,T cell therapy,topp,USES,"Receptors, Antigen",aapp,"In this review article, we highlight the current knowledge regarding CAR T cell therapy in ovarian cancer."
30510550,T cell therapy,topp,USES,"Receptors, Antigen",aapp,"The lack of truly restricted and uniform expression of tumor-associated antigens, as well as limited T cell persistence and/or tumor trafficking pose major challenges for successful translation of CAR T cell therapy in solid tumors."
29301753,T-Lymphocyte,cell,PRODUCES,cytokine,aapp,"We report here that T cells pulsed with these tumor-associated exosomes during TCR-dependent activation inhibit various activation endpoints including translocation of NFkappaB and NFAT into the nucleus, upregulation of CD69 and CD107a, production of cytokines, and cell proliferation."
29307234,Epithelial ovarian cancer,neop,ISA,Malignant Neoplasms,neop,Epithelial ovarian cancer (EOC) is the most common cause of death among gynecological malignancies.
30485902,Epithelial ovarian cancer,neop,ISA,Malignant Neoplasms,neop,Epithelial ovarian cancer (EOC) is one of the major malignant cancers with high rates of early metastasis in which regulatory T cells (Tregs) play an important role.
31208030,Epithelial ovarian cancer,neop,ISA,Malignant Neoplasms,neop,Epithelial ovarian cancer (EOC) is the leading cause of death among gynecological malignancies.
29307234,T-Lymphocyte,cell,PRODUCES,T-Cell Receptor,aapp,"Chimeric associated antigens (CAR) T cells are T lymphocytes expressing an engineered T cell receptor that activate the immune response after an MHC unrestricted recognition of specific antigens, including tumor associated antigens (TAAs)."
31337659,T-Lymphocyte,cell,PRODUCES,T-Cell Receptor,aapp,"We then evaluated the ability of CD8 T cells engineered to express a high-affinity TCR specific for mesothelin, an ovarian cancer antigen, to infiltrate advanced ID8VEGF murine ovarian tumors and control tumor growth."
31221207,T-Lymphocyte,cell,LOCATION_OF,T-Cell Receptor,aapp,Genetic transfer of T-cell receptor (TCR) from these neoantigen-specific T-cell clones into peripheral blood T-cells was conducted to generate neoepitope-specific T-cells.
31221207,T-Lymphocyte,cell,LOCATION_OF,T-Cell Receptor,aapp,Gene-engineering with TCR from these neoantigen-specific T-cell clones conferred neoantigen-reactivity to peripheral T-cells.
29324541,Hysterectomy,topp,TREATS,Malignant neoplasm of endometrium,neop,Intrauterine Manipulator Use During Minimally Invasive Hysterectomy and Risk of Lymphovascular Space Invasion in Endometrial Cancer.
29324541,Hysterectomy,topp,TREATS,Malignant neoplasm of endometrium,neop,OBJECTIVE: This study aimed to examine an association between intrauterine manipulator (IUM) use and frequency of lymphovascular space invasion (LVSI) in women with endometrial cancer undergoing minimally invasive hysterectomy.
29324541,Hysterectomy,topp,TREATS,Malignant neoplasm of endometrium,neop,METHODS: A retrospective case-control study was conducted among stage I-IV endometrial cancer patients who underwent hysterectomy between 2008 and 2015.
29324541,Hysterectomy,topp,TREATS,Malignant neoplasm of endometrium,neop,RESULTS: There were 687 women who underwent hysterectomy for endometrial cancer.
32094021,Hysterectomy,topp,TREATS,Malignant neoplasm of endometrium,neop,METHODS: Women with endometrial cancer who underwent hysterectomy from 2004 to 2016 who were registered in the National Cancer Database were analyzed.
29324541,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,OBJECTIVE: This study aimed to examine an association between intrauterine manipulator (IUM) use and frequency of lymphovascular space invasion (LVSI) in women with endometrial cancer undergoing minimally invasive hysterectomy.
29516573,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,Prognostic factors and patterns of recurrence in lymphovascular space invasion positive women with stage IIIC endometriod endometrial cancer.
29516573,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,AIM: The purpose of this study was to determine the prognostic factors and patterns of failure in lymphovascular space invasion (LVSI)-positive women with stage IIIC endometrioid endometrial cancer (EC).
29516573,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,RESULTS: We identified 172 LVSI-positive women with stage IIIC endometrioid EC during the study period; 75 (43.6%) were classified as Stage IIIC1 and 97 (56.4%) as Stage IIIC2 .
29516573,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,"CONCLUSION: Uterine factors such as grade 3 disease, cervical stromal invasion and deep MMI seem to be independently associated with decreased OS in LVSI-positive women with stage IIIC endometrioid EC."
29770619,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,OBJECTIVE: The purpose of this study was to investigate the prognostic value of lymph node ratio (LNR) in women with stage IIIC endometrioid endometrial cancer (EC).
30419557,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,Risk Factors for Lymph Node Metastasis among Lymphovascular Space Invasion-Positive Women with Endometrioid Endometrial Cancer Clinically Confined to the Uterus.
30419557,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,INTRODUCTION: We aimed to assess risk factors for lymph node (LN) metastasis among lymphovascular space invasion(LVSI)-positive women with pure endometrioid endometrial cancer (EC) clinically confined to the uterus.
30935714,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,OBJECTIVES: To evaluate the prognostic impact of aortic vs. pelvic lymph node (LN) metastasis among women with endometrial cancer (EC).
30935714,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,"Women with non-endometrioid EC had poor survival, in particular, women with carcinosarcomas had higher EC-specific mortality compared to women with endometrioid EC (HR = 3.32, 95% CI = 2.71-4.07)."
30935714,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,"Women with non-endometrioid EC had poor survival, in particular, women with carcinosarcomas had higher EC-specific mortality compared to women with endometrioid EC (HR = 3.32, 95% CI = 2.71-4.07)."
30935714,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,CONCLUSION: Women with aortic LN positive EC are more likely to die from their disease.
31840873,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,An ultrasound-based risk model to predict lymph node metastases before surgery in women with endometrial cancer: a model development study.
31840873,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,"An ultrasound-based risk model to predict lymph node metastases before surgery in women with endometrial cancer: a model development study.OBJECTIVES: To develop a pre-operative risk model using endometrial biopsy results, clinical and ultrasound variables to predict the individual risk of lymph node metastases in women with endometrial cancer."
31840873,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,"An ultrasound-based risk model to predict lymph node metastases before surgery in women with endometrial cancer: a model development study.OBJECTIVES: To develop a pre-operative risk model using endometrial biopsy results, clinical and ultrasound variables to predict the individual risk of lymph node metastases in women with endometrial cancer."
31840873,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,METHODS: A mixed effects logistic regression model was developed on 1501 prospectively included women with endometrial cancer subjected to transvaginal ultrasound examination before surgery.
31840873,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,"CONCLUSIONS: Based on endometrial biopsy results, clinical and ultrasound characteristics, the individual risk of lymph node metastases in women with endometrial cancer can be reliably estimated before surgery."
32075897,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,METHODS: Data on mapping rates and locations of pelvic SLNs (metastatic and non-metastatic) from two previous prospective SLN studies in women with endometrial cancer were retrieved.
32094021,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,METHODS: Women with endometrial cancer who underwent hysterectomy from 2004 to 2016 who were registered in the National Cancer Database were analyzed.
32139150,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,The objective of this study was to evaluate the risk of pelvic lymph node (LN) metastasis in young women with EC who are candidates for conservative management.
32204935,Malignant neoplasm of endometrium,neop,PROCESS_OF,Woman,humn,"METHODS: 758 women diagnosed with EC, and a 5-years follow-up, were enrolled: they were divided into the ESMO-ESGO-ESTRO risk classes (low LR, intermediate IR, intermediate-high I-HR, and highrisk HR) and surgically treated as recommended, followed by adjuvants therapies when appropriate."
29334771,Immunotherapy,topp,USES,"Receptors, Antigen",aapp,"However, CAR-based immunotherapies have been much less successful in solid cancers, in part due to ""on-target off-tumor"" toxicity related to expression of target tumor antigens on normal tissue."
29335711,BRCA1 gene,gngm,PART_OF,Leukocytes,cell,White Blood Cell BRCA1 Promoter Methylation Status and Ovarian Cancer Risk: A Perspective.
29335712,BRCA1 gene,gngm,PART_OF,Leukocytes,cell,White Blood Cell BRCA1 Promoter Methylation Status and Ovarian Cancer Risk.
29335712,BRCA1 gene,gngm,PART_OF,Leukocytes,cell,"White blood cell (WBC) BRCA1 promoter methylation was determined by using methylation-specific quantitative polymerase chain reaction, and the percentage of methylation-positive samples was compared between population control participants and patients with ovarian cancer, including the subgroup with high-grade serous ovarian cancer (HGSOC)."
29357823,Malignant neoplasm of lung,neop,ISA,Neoplasm,neop,"BACKGROUND: Patients with highly mutated tumors, such as melanoma or smoking-related lung cancer, have higher rates of response to immune checkpoint blockade therapy, perhaps due to increased neoantigen expression."
29357823,Neoantigen,imft,CAUSES,Malignant neoplasm of lung,neop,"BACKGROUND: Patients with highly mutated tumors, such as melanoma or smoking-related lung cancer, have higher rates of response to immune checkpoint blockade therapy, perhaps due to increased neoantigen expression."
29380107,Operative Surgical Procedures,topp,TREATS,Advanced cancer,neop,Prognostic role of mesenteric lymph nodes involvement in patients undergoing posterior pelvic exenteration during radical or supra-radical surgery for advanced ovarian cancer.
29380107,Operative Surgical Procedures,topp,TREATS,Advanced cancer,neop,METHODS: A total of 429 patients with AOC underwent surgery between December 2007 and May 2017.
29380107,Operative Surgical Procedures,topp,TREATS,Advanced cancer,neop,We included in the study 83 patients who had primary (PDS) or interval debulking surgery (IDS) for AOC with bowel resection.
29380107,Operative Surgical Procedures,topp,TREATS,Advanced cancer,neop,The absence of residual disease after surgery is an independent prognostic factor; to achieve this result should be recommended a radical bowel resection during debulking surgery for AOC with bowel involvement.
30086572,Operative Surgical Procedures,topp,TREATS,Advanced cancer,neop,The indication for surgery is controversial in patients with advanced ovarian cancer and fluorodeoxyglucose (FDG)-avid mediastinal lymph nodes.
30411170,Operative Surgical Procedures,topp,TREATS,Advanced cancer,neop,"Although systematic pelvic and paraaortic lymphadenectomy is being questioned in patients with advanced ovarian cancer and clinically negative lymph nodes undergoing complete primary debulking surgery, this procedure is still recommended."
29432972,Lymph node excision,topp,AFFECTS,Advanced cancer,neop,The effect of lymphadenectomy in advanced ovarian cancer according to residual tumor status: A population-based study.
30411170,Lymph node excision,topp,TREATS,Advanced cancer,neop,"Although systematic pelvic and paraaortic lymphadenectomy is being questioned in patients with advanced ovarian cancer and clinically negative lymph nodes undergoing complete primary debulking surgery, this procedure is still recommended."
30850437,Lymph node excision,topp,TREATS,Advanced cancer,neop,OBJECTIVE: The role of selective lymphadenectomy at the time of interval debulking surgery in patients with advanced ovarian cancer remains a topic of debate.
30853443,Lymph node excision,topp,TREATS,Advanced cancer,neop,No benefit of lymphadenectomy for advanced ovarian cancer.
32527112,Lymph node excision,topp,TREATS,Advanced cancer,neop,Can lymphadenectomy be omitted in advanced ovarian cancer?
32527112,Lymph node excision,topp,TREATS,Advanced cancer,neop,Can lymphadenectomy be omitted in advanced ovarian cancer?
32527112,Lymph node excision,topp,TREATS,Advanced cancer,neop,"A brief review.The indication of systematic lymphadenectomy in advanced ovarian cancer without apparent macroscopic lymph node involvement has been controversial over the past three decades, and the recommendation to perform it or not has been based on multiple retrospective studies, small cohort studies, and few randomized studies with several biases; however, it seems that this controversy has come to an end after the recent publication of a randomized clinical trial."
32527112,Lymph node excision,topp,TREATS,Advanced cancer,neop,"Nowadays, we can confidently state that systematic lymphadenectomy in patients with advanced ovarian cancer without clinically apparent nodal disease is not necessary, and the presence of macroscopic retroperitoneal lymph node disease should be resected as part of cytoreductive surgery since it will be this and the residual disease that determine the prognosis of the patients."
29485423,Biological Response Modifiers,phsu,TREATS,"Cystadenocarcinoma, Serous",neop,Targetable Immune Regulatory Molecule Expression in High-Grade Serous Ovarian Carcinomas in African American Women: A Study of PD-L1 and IDO in 112 Cases From the African American Cancer Epidemiology Study (AACES).
29485423,"Cystadenocarcinoma, Serous",neop,PROCESS_OF,Woman,humn,Targetable Immune Regulatory Molecule Expression in High-Grade Serous Ovarian Carcinomas in African American Women: A Study of PD-L1 and IDO in 112 Cases From the African American Cancer Epidemiology Study (AACES).
29485423,"Cystadenocarcinoma, Serous",neop,PROCESS_OF,Woman,humn,African American women with high-grade serous ovarian carcinoma have worse outcomes compared with women of European descent.
29485423,PDCD1 gene,aapp,ASSOCIATED_WITH,"Cystadenocarcinoma, Serous",neop,"Using cases from the largest study of African American women with ovarian cancer, the African American Cancer Epidemiology Study, we characterized PD-L1 and IDO expression in 112 high-grade serous ovarian carcinomas."
29529474,Operative Surgical Procedures,topp,TREATS,Malignant neoplasm of endometrium,neop,"STUDY DESIGN: We retrospectively evaluated the charts of presumed, clinical stage I endometrial cancer patients who underwent robotic-assisted surgery that incorporated mapping with ICG and SLN dissection from January 2016 until February 2017."
30411170,Operative Surgical Procedures,topp,TREATS,Malignant neoplasm of endometrium,neop,Surgery is the mainstay of the treatment of endometrial cancer.
30419557,Operative Surgical Procedures,topp,TREATS,Malignant neoplasm of endometrium,neop,METHODS: Medical records of women who underwent primary surgery for EC between 2007 and 2016 at either of 2 gynecological oncology centers were retrospectively reviewed.
29545564,"Lymphocytes, Tumor-Infiltrating",cell,LOCATION_OF,Neoplasm,neop,"Our results imply that identification of neo-epitope specific CD8+ T cells is achievable even in tumors with relatively low number of somatic mutations, and neo-epitope validation in TILs extends opportunities for mutanome-based personalized immunotherapies to such tumors."
31940588,"Lymphocytes, Tumor-Infiltrating",cell,LOCATION_OF,Neoplasm,neop,"METHODS: We established ex vivo tumor cultures freshly derived from patients with advanced OVCA and evaluated the effects of Ad5/3-E2F-D24-hTNFa-IRES-hIL2 or Ad5/3-E2F-D24 (the control virus without TNFa and IL-2) on TILs, cytokine response and tumor viability."
29554604,Lymph node excision,topp,TREATS,Malignant neoplasm of endometrium,neop,OBJECTIVE: Sentinel node mapping is emerging as the alternative to lymphadenectomy in endometrial cancer.
31256231,Lymph node excision,topp,TREATS,Malignant neoplasm of endometrium,neop,PURPOSE: The potential therapeutic benefits of lymphadenectomy in endometrial cancer (EC) patients are still ambiguous.
31256231,Lymph node excision,topp,TREATS,Malignant neoplasm of endometrium,neop,"Multivariate analysis indicated that lymphadenectomy was an independent predictor of improved OS in early-stage type 1 EC patients, with hazard ratios of 0.893 and 0.827 for the grade 1 and grade 2 patients, respectively (P < 0.0001)."
31377459,Lymph node excision,topp,TREATS,Malignant neoplasm of endometrium,neop,OBJECTIVE: The purpose of this study was to develop a risk assessment index that could determine which endometrioid endometrial cancer (EC) patients would benefit from a lymphadenectomy.
31377459,Lymph node excision,topp,TREATS,Malignant neoplasm of endometrium,neop,"METHODS: The final pathology reports of 353 women who underwent complete surgical staging, including pelvic and para-aortic lymphadenectomy, for endometrioid EC between January 2008 and June 2018 were retrospectively reviewed."
29574275,Ovarian cancer metastatic,neop,PROCESS_OF,Mus,mamm,"In order to further enhance the therapeutic efficacy, anti-CD73 and anti-OX40 immunostimulants were combined with mCTH-ANXA5, resulting in an increase of survival by 100% from 12 to 24 days post-therapy and decrease tumor burden in mice with orthotopic metastatic ovarian cancer."
29587273,Operative Surgical Procedures,topp,TREATS,Epithelial ovarian cancer,neop,METHODS: A total of 370 stage IIIC EOC patients who underwent primary debulking surgery (PDS) at the Department of Gynecology of Liaoning Cancer Hospital and Institute between January 2003 and August 2016 and had full information were involved.
29651744,T cell therapy,topp,TREATS,Hematologic Neoplasms,neop,"Recently, chimeric antigen receptor (CAR) T cell therapy has shown promising results in hematological tumors and current research is going on in various solid tumors like ovarian cancer."
30510550,T cell therapy,topp,TREATS,Hematologic Neoplasms,neop,Impressive clinical efficacy of chimeric antigen receptor (CAR)-engineered T cell therapy for hematological malignancies have prompted significant efforts in achieving similar responses in solid tumors.
29725336,Hematologic Neoplasms,neop,NEG_AFFECTS,Solid tumor,neop,"Here, unique anti-tumor properties of tribody [(HER2)2xCD16] are identified which beyond addressing HER2 overexpressing solid tumors may allow to treat with similar immunoconstructs combined with the adoptive transfer of gammadelta T cells and NK cells refractory hematological malignancies."
32268953,Hematologic Neoplasms,neop,COEXISTS_WITH,Solid tumor,neop,The therapeutic value of allogeneic NK cells has been first observed in hematological cancers and is increasingly being explored in solid tumors.
